,year,state,district,party,candidatevotes,race_id,clean_namehouse,FEC_ID,clean_namefec,similarity_score
17069,2022,HI,2,REP,72874,HI2_2022,JOE AKANA,H0HI02213,JOSEPH AKANA,0.8571428571428571
17070,2020,HI,2,REP,84027,HI2_2020,JOE AKANA,H0HI02213,JOSEPH AKANA,0.8571428571428571
17072,2020,IN,1,LIB,9521,IN1_2020,MICHAEL STRAUSS,H6IN01140,MICHAEL CRASS,0.8571428571428571
17076,2020,GA,3,DEM,129792,GA3_2020,VAL ALMONORD,H0GA03074,VALBRUN ALMONORD,0.8571428571428571
17081,2012,TN,8,REP,190923,TN8_2012,STEPHEN FINCHER,H0TN08246,STEVE FINCHER,0.8571428571428571
17082,2010,OH,9,REP,83423,OH9_2010,RICH IOTT,H0OH09092,RICHARD IOTT,0.8571428571428571
17083,2010,TN,8,REP,98759,TN8_2010,STEPHEN FINCHER,H0TN08246,STEVE FINCHER,0.8571428571428571
17086,2008,VA,9,DEM,207306,VA9_2008,RICK BOUCHER,H2VA09010,FREDRICK BOUCHER,0.8571428571428571
17087,2012,NC,2,DEM,128973,NC2_2012,STEVE WILKINS,H2NC02170,STEPHEN WILKINS,0.8571428571428571
17089,2008,PA,9,DEM,98735,PA9_2008,TONY BARR,H6PA09093,ANTHONY BARR,0.8571428571428571
17095,2022,NE,2,REP,112663,NE2_2022,DON BACON,H6NE02125,DONALD BACON,0.8571428571428571
17097,2020,CA,45,DEM,221843,CA45_2020,KATIE PORTER,H8CA45130,KATHERINE PORTER,0.8571428571428571
17098,2022,AZ,3,REP,32475,AZ3_2022,JEFF ZINK,H2AZ07187,JEFFREY ZINK,0.8571428571428571
17099,2012,TX,2,DEM,80512,TX2_2012,JIM DOUGHERTY,H2TX02094,JAMES DOUGHERTY,0.8571428571428571
17102,2020,CA,17,DEM,212137,CA17_2020,RO KHANNA,H4CA12055,ROHIT KHANNA,0.8571428571428571
17105,2020,AZ,9,REP,135180,AZ9_2020,DAVE GILES,H6AZ09010,DAVID GILES,0.8571428571428571
17106,2014,MS,4,LIB,3473,MS4_2014,JOEY ROBINSON,H4MS04148,JOSEPH ROBINSON,0.8571428571428571
17107,2016,MN,6,REP,235385,MN6_2016,TOM EMMER,H4MN06087,THOMAS EMMER,0.8571428571428571
17108,2014,MN,6,REP,133328,MN6_2014,TOM EMMER,H4MN06087,THOMAS EMMER,0.8571428571428571
17109,2016,MN,4,REP,121033,MN4_2016,GREG RYAN,H6MN04236,GREGORY RYAN,0.8571428571428571
17112,2014,MI,11,REP,140435,MI11_2014,DAVE TROTT,H4MI11097,DAVID TROTT,0.8571428571428571
17113,2014,VA,11,OTHER,1739,VA11_2014,JOE GALDO,H2VA11164,JOSEPH GALDO,0.8571428571428571
17115,2022,CA,17,DEM,127853,CA17_2022,RO KHANNA,H4CA12055,ROHIT KHANNA,0.8571428571428571
17117,2018,WA,10,DEM,166215,WA10_2018,DENNY HECK,H0WA03161,DENNIS HECK,0.8571428571428571
17118,2010,AL,3,DEM,80204,AL3_2010,STEVE SEGREST,H0AL03184,STEPHEN SEGREST,0.8571428571428571
17121,2018,TX,23,REP,103285,TX23_2018,WILL HURD,H0TX23086,WILLIAM HURD,0.8571428571428571
17124,2024,AZ,2,REP,221413,AZ2_2024,ELIJAH CRANE,H2AZ01354,ELI CRANE,0.8571428571428571
17125,2024,AZ,3,REP,53705,AZ3_2024,JEFF ZINK,H2AZ07187,JEFFREY ZINK,0.8571428571428571
17129,2016,NE,2,REP,141066,NE2_2016,DON BACON,H6NE02125,DONALD BACON,0.8571428571428571
17130,2018,TX,11,REP,176603,TX11_2018,MIKE CONAWAY,H4TX19136,K CONAWAY,0.8571428571428571
17132,2012,TX,16,DEM,101403,TX16_2012,BETO O'ROURKE,H2TX16185,ROBERT O'ROURKE,0.8571428571428571
17136,2024,CA,17,DEM,172462,CA17_2024,RO KHANNA,H4CA12055,ROHIT KHANNA,0.8571428571428571
17137,2024,CA,7,REP,98341,CA7_2024,TOM SILVA,H4CA07089,THOMAS SILVA,0.8571428571428571
17138,2018,SD,0,DEM,120816,SD0_2018,TIM BJORKMAN,H8SD01097,TIMOTHY BJORKMAN,0.8571428571428571
17141,2018,PA,4,REP,121467,PA4_2018,DANIEL DAVID,H8PA15286,DAN DAVID,0.8571428571428571
17142,2014,KY,2,DEM,69898,KY2_2014,RON LEACH,H4KY02089,RONALD LEACH,0.8571428571428571
17143,2024,CA,31,DEM,148095,CA31_2024,GIL CISNEROS,H4CA31170,GILBERT CISNEROS,0.8571428571428571
17144,2010,NY,1,REP,78300,NY1_2010,RANDY ALTSCHULER,H0NY01129,RANDOLPH ALTSCHULER,0.8571428571428571
17145,2018,OH,7,DEM,107536,OH7_2018,KEN HARBAUGH,H8OH07123,KENNETH HARBAUGH,0.8571428571428571
17148,2010,ID,1,IND,14365,ID1_2010,DAVE OLSON,H6ID01201,DAVID OLSON,0.8571428571428571
17150,2024,CO,3,REP,201951,CO3_2024,JEFF HURD,H4CO03357,JEFFREY HURD,0.8571428571428571
17152,2012,NY,1,REP,106678,NY1_2012,RANDY ALTSCHULER,H0NY01129,RANDOLPH ALTSCHULER,0.8571428571428571
17156,2022,CA,9,REP,78802,CA9_2022,TOM PATTI,H2CA09139,THOMAS PATTI,0.8571428571428571
17161,2018,NE,2,REP,126715,NE2_2018,DON BACON,H6NE02125,DONALD BACON,0.8571428571428571
17165,2010,WA,7,DEM,232649,WA7_2010,JIM MCDERMOTT,H6WA07441,JAMES MCDERMOTT,0.8571428571428571
17166,2010,CA,45,DEM,87141,CA45_2010,STEVE POUGNET,H0CA45053,STEPHEN POUGNET,0.8571428571428571
17168,2012,GA,6,REP,189669,GA6_2012,TOM PRICE,H4GA06087,THOMAS PRICE,0.8571428571428571
17169,2014,TX,23,REP,57459,TX23_2014,WILL HURD,H0TX23086,WILLIAM HURD,0.8571428571428571
17170,2018,MN,6,REP,192931,MN6_2018,TOM EMMER,H4MN06087,THOMAS EMMER,0.8571428571428571
17171,2018,MN,4,REP,97747,MN4_2018,GREG RYAN,H6MN04236,GREGORY RYAN,0.8571428571428571
17174,2024,IA,3,REP,213746,IA3_2024,ZACHARY NUNN,H2IA03119,ZACH NUNN,0.8571428571428571
17175,2010,GA,6,REP,198100,GA6_2010,TOM PRICE,H4GA06087,THOMAS PRICE,0.8571428571428571
17177,2010,GA,7,DEM,78996,GA7_2010,DOUG HECKMANN,H8GA07136,DOUGLAS HECKMAN,0.8571428571428571
17181,2022,CA,47,DEM,137374,CA47_2022,KATIE PORTER,H8CA45130,KATHERINE PORTER,0.8571428571428571
17183,2014,GA,6,REP,139018,GA6_2014,TOM PRICE,H4GA06087,THOMAS PRICE,0.8571428571428571
17187,2012,MN,2,OTHER,164338,MN2_2012,MIKE OBERMUELLER,H2MN02122,MICHAEL OBERMUELLER,0.8571428571428571
17188,2024,MN,6,REP,260095,MN6_2024,TOM EMMER,H4MN06087,THOMAS EMMER,0.8571428571428571
17191,2010,WA,3,DEM,135654,WA3_2010,DENNY HECK,H0WA03161,DENNIS HECK,0.8571428571428571
17192,2022,CA,44,DEM,100160,CA44_2022,NANETTE BARRAG├â┬üN,H6CA44103,NANETTE BARRAGAN,0.8571428571428571
17194,2018,IN,5,DEM,137142,IN5_2018,DEE THORNTON,H8IN05188,DIERDRE THORNTON,0.8571428571428571
17195,2024,NE,2,REP,160198,NE2_2024,DON BACON,H6NE02125,DONALD BACON,0.8571428571428571
17198,2016,TX,16,DEM,150228,TX16_2016,BETO O'ROURKE,H2TX16185,ROBERT O'ROURKE,0.8571428571428571
17200,2018,ID,2,DEM,110381,ID2_2018,AARON SWISHER,H8ID02148,CARLTON SWISHER,0.8571428571428571
17202,2012,WA,7,DEM,298368,WA7_2012,JIM MCDERMOTT,H8WA07132,JAMES MCDERMOTT,0.8571428571428571
17204,2010,VA,9,DEM,86743,VA9_2010,RICK BOUCHER,H2VA09010,FREDRICK BOUCHER,0.8571428571428571
17205,2016,TX,23,REP,110577,TX23_2016,WILL HURD,H0TX23086,WILLIAM HURD,0.8571428571428571
17207,2014,CA,42,DEM,38850,CA42_2014,TIM SHERIDAN,H4CA42086,TIMOTHY SHERIDAN,0.8571428571428571
17209,2010,NE,2,DEM,60486,NE2_2010,TOM WHITE,H0NE02144,THOMAS WHITE,0.8571428571428571
17211,2012,WA,7,REP,76212,WA7_2012,RON BEMIS,H2WA07101,RONALD BEMIS,0.8571428571428571
17212,2012,WA,10,DEM,163036,WA10_2012,DENNY HECK,H0WA03161,DENNIS HECK,0.8571428571428571
17214,2008,TX,3,DEM,108693,TX3_2008,TOM DALEY,H8TX03032,THOMAS DALEY,0.8571428571428571
17218,2024,NC,1,DEM,186341,NC1_2024,DONALD DAVIS,H2NC02287,DON DAVIS,0.8571428571428571
17219,2014,CA,17,DEM,64847,CA17_2014,RO KHANNA,H4CA12055,ROHIT KHANNA,0.8571428571428571
17220,2018,CA,45,DEM,158906,CA45_2018,KATIE PORTER,H8CA45130,KATHERINE PORTER,0.8571428571428571
17221,2016,WA,10,DEM,170460,WA10_2016,DENNY HECK,H0WA03161,DENNIS HECK,0.8571428571428571
17224,2014,CA,3,REP,71036,CA3_2014,DAN LOGUE,H4CA03096,DANIEL LOGUE,0.8571428571428571
17227,2018,CA,39,DEM,126002,CA39_2018,GIL CISNEROS,H8CA39174,GILBERT CISNEROS,0.8571428571428571
17228,2018,CA,17,REP,52057,CA17_2018,RON COHEN,H6CA17141,RONALD COHEN,0.8571428571428571
17229,2018,CA,17,DEM,159105,CA17_2018,RO KHANNA,H4CA12055,ROHIT KHANNA,0.8571428571428571
17231,2008,MO,8,DEM,72790,MO8_2008,JOE ALLEN,H8MO08072,JOSEPH ALLEN,0.8571428571428571
17232,2022,NY,4,REP,129353,NY4_2022,ANTHONY D├ó┬Ç┬ÖESPOSITO,H2NY04277,ANTHONY DESPOSITO,0.85
17233,2020,OR,1,REP,161928,OR1_2020,CHRISTOPHER CHRISTENSEN,H0OR01194,CHRIS CHRISTENSEN,0.85
17236,2024,SC,3,OTHER,9918,SC3_2024,MIKE BEDENBAUGH,H4SC03152,MICHAEL BEDENBAUGH,0.8484848484848485
17238,2022,NY,7,DEM,95645,NY7_2022,NYDIA VEL├â┬üZQUEZ,H2NY00010,NYDIA VELAZQUEZ,0.8484848484848485
17243,2016,MN,1,REP,166524,MN1_2016,JIM HAGEDORN,H0MN01045,JAMES HAGEDORN,0.8461538461538461
17247,2018,MI,7,REP,158730,MI7_2018,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17248,2024,PA,11,DEM,149641,PA11_2024,JIM ATKINSON,H4PA11094,JAMES ATKINSON,0.8461538461538461
17249,2016,MI,7,REP,184321,MI7_2016,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17250,2010,VA,2,IND,7194,VA2_2010,KENNY GOLDEN,H0VA02134,KENNETH GOLDEN,0.8461538461538461
17251,2008,MN,4,REP,98936,MN4_2008,ED MATTHEWS,H8MN04075,EDWARD MATTHEWS,0.8461538461538461
17256,2020,MI,7,REP,227524,MI7_2020,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17259,2012,MI,7,REP,169668,MI7_2012,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17262,2016,CA,47,REP,88109,CA47_2016,ANDY WHALLON,H4CA47069,ANDREW WHALLON,0.8461538461538461
17264,2020,MN,1,REP,179234,MN1_2020,JIM HAGEDORN,H0MN01045,JAMES HAGEDORN,0.8461538461538461
17269,2014,CA,47,REP,54309,CA47_2014,ANDY WHALLON,H4CA47069,ANDREW WHALLON,0.8461538461538461
17274,2008,MI,7,REP,149781,MI7_2008,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17276,2008,FL,4,DEM,119330,FL4_2008,JAY MCGOVERN,H8FL04069,JAMES MCGOVERN,0.8461538461538461
17278,2014,MN,1,REP,103536,MN1_2014,JIM HAGEDORN,H0MN01045,JAMES HAGEDORN,0.8461538461538461
17283,2014,MI,7,REP,119564,MI7_2014,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17284,2010,CA,41,DEM,74394,CA41_2010,PAT MEAGHER,H8CA41113,PATRICK MEAGHER,0.8461538461538461
17287,2018,IL,11,REP,82358,IL11_2018,NICK STELLA,H6IL11133,DOMINICK STELLA,0.8461538461538461
17289,2018,MN,1,REP,146200,MN1_2018,JIM HAGEDORN,H0MN01045,JAMES HAGEDORN,0.8461538461538461
17290,2024,MI,5,REP,269215,MI5_2024,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17291,2012,UT,4,DEM,119803,UT4_2012,JIM MATHESON,H0UT02096,JAMES MATHESON,0.8461538461538461
17292,2012,UT,2,DEM,83176,UT2_2012,JAY SEEGMILLER,H2UT02357,F SEEGMILLER,0.8461538461538461
17293,2010,MI,7,REP,113185,MI7_2010,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17294,2012,LA,3,DEM,67070,LA3_2012,"\""RON\"" RICHARD",H2LA03055,RON RICHARD,0.8461538461538461
17300,2022,CO,2,OTHER,2876,CO2_2022,STEVE YURASH,H2CO02197,STEPHEN YURASH,0.8461538461538461
17301,2016,CA,25,REP,138755,CA25_2016,STEPHEN KNIGHT,H4CA25123,STEVE KNIGHT,0.8461538461538461
17302,2010,IL,19,DEM,67132,IL19_2010,TIM BAGWELL,H4IL19073,TIMOTHY BAGWELL,0.8461538461538461
17304,2022,MI,5,REP,198020,MI5_2022,TIM WALBERG,H4MI07103,TIMOTHY WALBERG,0.8461538461538461
17308,2016,MA,3,REP,107519,MA3_2016,ANN WOFFORD,H4MA03097,ROSEANN WOFFORD,0.8461538461538461
17311,2010,NJ,7,DEM,71902,NJ7_2010,ED POTOSNAK,H0NJ07212,EDWARD POTOSNAK,0.8461538461538461
17315,2014,GA,1,REP,95337,GA1_2014,E CARTER,H4GA01039,EARL CARTER,0.8421052631578947
17316,2020,GA,2,REP,111620,GA2_2020,DON COLE,H0GA02258,DONALD COLE,0.8421052631578947
17320,2020,NY,23,REP,161800,NY23_2020,TOM REED,H0NY29054,THOMAS REED,0.8421052631578947
17323,2018,VA,7,REP,169295,VA7_2018,DAVE BRAT,H4VA07143,DAVID BRAT,0.8421052631578947
17325,2020,FL,1,DEM,149172,FL1_2020,PHIL EHR,H8FL01107,PHILLIP EHR,0.8421052631578947
17326,2024,CA,40,DEM,171637,CA40_2024,JOE KERR,H6CA40317,JOSEPH KERR,0.8421052631578947
17327,2016,NY,23,REP,136964,NY23_2016,TOM REED,H0NY29054,THOMAS REED,0.8421052631578947
17330,2008,MI,4,REP,204259,MI4_2008,DAVE CAMP,H0MI10071,DAVID CAMP,0.8421052631578947
17332,2012,NV,3,REP,137244,NV3_2012,JOSEPH HECK,H0NV03058,JOE HECK,0.8421052631578947
17334,2010,MI,4,REP,148531,MI4_2010,DAVE CAMP,H0MI10071,DAVID CAMP,0.8421052631578947
17341,2016,VA,7,REP,218057,VA7_2016,DAVE BRAT,H4VA07143,DAVID BRAT,0.8421052631578947
17342,2008,TX,14,REP,191293,TX14_2008,RON PAUL,H6TX22101,RONALD PAUL,0.8421052631578947
17345,2022,WA,3,REP,157685,WA3_2022,JOE KENT,H2WA03100,JOSEPH KENT,0.8421052631578947
17347,2014,NV,3,REP,88528,NV3_2014,JOSEPH HECK,H0NV03058,JOE HECK,0.8421052631578947
17348,2014,IA,1,REP,147762,IA1_2014,ROD BLUM,H2IA01055,RODNEY BLUM,0.8421052631578947
17350,2024,RI,1,DEM,139352,RI1_2024,GABE AMO,H4RI01265,GABRIEL AMO,0.8421052631578947
17352,2024,WA,3,REP,199054,WA3_2024,JOE KENT,H2WA03100,JOSEPH KENT,0.8421052631578947
17357,2014,IN,2,DEM,55590,IN2_2014,JOE BOCK,H4IN02135,JOSEPH BOCK,0.8421052631578947
17362,2010,TX,14,REP,140623,TX14_2010,RON PAUL,H6TX22101,RONALD PAUL,0.8421052631578947
17364,2020,CA,46,DEM,157803,CA46_2020,J CORREA,H6CA46116,JOSE CORREA,0.8421052631578947
17365,2012,MI,4,REP,197386,MI4_2012,DAVE CAMP,H0MI10071,DAVID CAMP,0.8421052631578947
17367,2024,CO,7,OTHER,5271,CO7_2024,RON TUPA,H4CO07044,RONALD TUPA,0.8421052631578947
17369,2010,NE,3,OTHER,20036,NE3_2010,DAN HILL,H0NE03209,DANIEL HILL,0.8421052631578947
17370,2010,NV,3,REP,128916,NV3_2010,JOSEPH HECK,H0NV03058,JOE HECK,0.8421052631578947
17371,2014,NY,23,REP,94375,NY23_2014,TOM REED,H0NY29054,THOMAS REED,0.8421052631578947
17373,2016,IA,1,REP,206903,IA1_2016,ROD BLUM,H2IA01055,RODNEY BLUM,0.8421052631578947
17375,2012,NY,23,REP,117641,NY23_2012,TOM REED,H0NY29054,THOMAS REED,0.8421052631578947
17376,2024,OR,2,DEM,115337,OR2_2024,DAN RUBY,H4OR02236,DANIEL RUBY,0.8421052631578947
17378,2018,IA,1,REP,153442,IA1_2018,ROD BLUM,H2IA01055,RODNEY BLUM,0.8421052631578947
17385,2022,CA,46,DEM,78041,CA46_2022,J CORREA,H6CA46116,JOSE CORREA,0.8421052631578947
17387,2008,TX,24,DEM,111089,TX24_2008,TOM LOVE,H8TX24087,THOMAS LOVE,0.8421052631578947
17390,2008,PA,18,DEM,119661,PA18_2008,STEVE O'DONNELL,H8PA18124,STEPHEN ODONNELL,0.8387096774193549
17391,2014,OH,1,DEM,72604,OH1_2014,FRED KUNDRATA,H2OH02093,FREDERICK KUNDRATA,0.8387096774193549
17396,2016,PA,11,DEM,113800,PA11_2016,MIKE MARSICANO,H6PA11073,MICHAEL MARSICANO,0.8387096774193549
17397,2016,KS,4,IND,19021,KS4_2016,MIRANDA ALLEN,H6KS04173,MIRANDA WALZ-ALLEN,0.8387096774193549
17399,2016,PA,15,DEM,124129,PA15_2016,RICK DAUGHERTY,H2PA15099,RICHARD DAUGHERTY,0.8387096774193549
17402,2022,WI,8,REP,223981,WI8_2022,MIKE GALLAGHER,H6WI08155,MICHAEL GALLAGHER,0.8387096774193549
17404,2008,CA,6,REP,77073,CA6_2008,MIKE HALLIWELL,H6CA06193,MICHAEL HALLIWELL,0.8387096774193549
17414,2016,WI,8,REP,227892,WI8_2016,MIKE GALLAGHER,H6WI08155,MICHAEL GALLAGHER,0.8387096774193549
17416,2024,GA,6,REP,93909,GA6_2024,JEFF CRISWELL,H4GA07283,JEFFERSON CRISWELL,0.8387096774193549
17417,2018,WI,8,REP,209410,WI8_2018,MIKE GALLAGHER,H6WI08155,MICHAEL GALLAGHER,0.8387096774193549
17424,2012,PA,15,DEM,128764,PA15_2012,RICK DAUGHERTY,H2PA15099,RICHARD DAUGHERTY,0.8387096774193549
17428,2020,WI,8,REP,268173,WI8_2020,MIKE GALLAGHER,H6WI08155,MICHAEL GALLAGHER,0.8387096774193549
17431,2016,MD,1,REP,242574,MD1_2016,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17432,2020,MD,1,REP,250901,MD1_2020,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17438,2020,VA,4,DEM,241142,VA4_2020,A MCEACHIN,H6VA04061,ASTON MCEACHIN,0.8333333333333334
17439,2020,FL,8,DEM,177695,FL8_2020,JIM KENNEDY,H0FL08224,JAMES KENNEDY,0.8333333333333334
17442,2022,IL,8,DEM,117880,IL8_2022,RAJA KRISHNAMOORTHI,H6IL08147,S. KRISHNAMOORTHI,0.8333333333333334
17447,2014,LA,5,DEM,75006,LA5_2014,"\""JAMIE\"" MAYO",H4LA05080,JAMIE MAYO,0.8333333333333334
17455,2016,WA,3,DEM,119820,WA3_2016,JIM MOELLER,H6WA03218,JAMES MOELLER,0.8333333333333334
17458,2008,SD,0,REP,122966,SD0_2008,CHRIS LIEN,H8SD00016,CHRISTIAN LIEN,0.8333333333333334
17459,2010,CA,46,DEM,84940,CA46_2010,KEN ARNOLD,H0CA46069,KENNETH ARNOLD,0.8333333333333334
17462,2024,TX,4,REP,241603,TX4_2024,PAT FALLON,H0TX04219,PATRICK FALLON,0.8333333333333334
17464,2012,MD,1,REP,214204,MD1_2012,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17470,2020,IA,4,DEM,144761,IA4_2020,J SCHOLTEN,H8IA04106,JAMES SCHOLTEN,0.8333333333333334
17471,2014,MD,1,REP,176342,MD1_2014,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17473,2018,IL,8,DEM,130054,IL8_2018,RAJA KRISHNAMOORTHI,H6IL08147,S. KRISHNAMOORTHI,0.8333333333333334
17475,2018,MD,1,REP,183662,MD1_2018,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17476,2022,TX,4,REP,170781,TX4_2022,PAT FALLON,H0TX04219,PATRICK FALLON,0.8333333333333334
17477,2014,IA,1,DEM,141145,IA1_2014,PAT MURPHY,H4IA01069,PATRICK MURPHY,0.8333333333333334
17483,2022,VA,4,DEM,159044,VA4_2022,A MCEACHIN,H6VA04061,ASTON MCEACHIN,0.8333333333333334
17486,2020,TX,4,REP,253837,TX4_2020,PAT FALLON,H0TX04219,PATRICK FALLON,0.8333333333333334
17489,2008,CA,41,DEM,99214,CA41_2008,TIM PRINCE,H8CA41121,TIMOTHY PRINCE,0.8333333333333334
17490,2020,CA,6,REP,83466,CA6_2020,CHRIS BISH,H0CA06170,CHRISTINE BISH,0.8333333333333334
17492,2024,MD,1,REP,246356,MD1_2024,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17494,2012,WI,3,REP,121713,WI3_2012,RAY BOLAND,H2WI03080,RAYMOND BOLAND,0.8333333333333334
17495,2010,OH,16,REP,114652,OH16_2010,JIM RENACCI,H0OH16097,JAMES RENACCI,0.8333333333333334
17498,2024,IL,4,OTHER,10704,IL4_2024,ED HERSHEY,H2IL04178,EDWARD HERSHEY,0.8333333333333334
17499,2020,CA,52,REP,152350,CA52_2020,JIM DEBELLO,H0CA52083,JAMES DEBELLO,0.8333333333333334
17500,2010,MN,3,OTHER,100240,MN3_2010,JIM MEFFERT,H0MN03090,JAMES MEFFERT,0.8333333333333334
17505,2024,PA,15,DEM,111408,PA15_2024,ZACH WOMER,H4PA15152,ZACHERAY WOMER,0.8333333333333334
17506,2022,TX,35,REP,48969,TX35_2022,DAN MCQUEEN,H0TX20124,ELDON MCQUEEN,0.8333333333333334
17507,2018,NY,25,REP,91342,NY25_2018,JIM MAXWELL,H8NY25097,JAMES MAXWELL,0.8333333333333334
17508,2008,MD,1,REP,174213,MD1_2008,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17509,2016,VA,4,DEM,200136,VA4_2016,A MCEACHIN,H6VA04061,ASTON MCEACHIN,0.8333333333333334
17510,2022,MD,1,REP,159673,MD1_2022,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17513,2018,VA,4,DEM,187642,VA4_2018,A MCEACHIN,H6VA04061,ASTON MCEACHIN,0.8333333333333334
17514,2024,IL,8,DEM,172920,IL8_2024,RAJA KRISHNAMOORTHI,H2IL08096,S. KRISHNAMOORTHI,0.8333333333333334
17517,2016,IL,8,DEM,144954,IL8_2016,RAJA KRISHNAMOORTHI,H6IL08147,S. KRISHNAMOORTHI,0.8333333333333334
17520,2020,IL,8,DEM,186251,IL8_2020,RAJA KRISHNAMOORTHI,H6IL08147,S. KRISHNAMOORTHI,0.8333333333333334
17523,2016,TX,33,REP,33222,TX33_2016,M MITCHELL,H2TX33099,MONTE MITCHELL,0.8333333333333334
17524,2022,FL,18,REP,167429,FL18_2022,C FRANKLIN,H0FL15104,SCOTT FRANKLIN,0.8333333333333334
17531,2010,MD,1,REP,155118,MD1_2010,ANDY HARRIS,H8MD01094,ANDREW HARRIS,0.8333333333333334
17532,2008,FL,8,REP,159490,FL8_2008,RIC KELLER,H0FL08042,RICHARD KELLER,0.8333333333333334
17533,2024,FL,2,DEM,154323,FL2_2024,YEN BAILEY,H4FL02138,HUY-YEN BAILEY,0.8333333333333334
17535,2016,AL,6,DEM,83709,AL6_2016,DAVID PUTNAM,H6AL06127,DAVID PUTMAN,0.8333333333333334
17536,2008,MN,2,OTHER,164093,MN2_2008,STEVE SARVI,H8MN02046,STEPHEN SARVI,0.8333333333333334
17537,2018,CA,25,DEM,133209,CA25_2018,KATIE HILL,H8CA25074,KATHERINE HILL,0.8333333333333334
17548,2008,FL,9,DEM,126346,FL9_2008,BILL MITCHELL,H6FL09096,WILLIAM MITCHELL,0.8275862068965517
17549,2016,MI,2,REP,212508,MI2_2016,BILL HUIZENGA,H0MI02094,WILLIAM HUIZENGA,0.8275862068965517
17552,2014,NJ,9,DEM,82498,NJ9_2014,BILL PASCRELL,H6NJ08118,WILLIAM PASCRELL,0.8275862068965517
17555,2010,OH,2,REP,139027,OH2_2010,JEAN SCHMIDT,H6OH02086,JEANNETTE SCHMIDT,0.8275862068965517
17556,2022,AZ,7,DEM,126418,AZ7_2022,RA├â┬ÜL GRIJALVA,H2AZ07070,RAUL GRIJALVA,0.8275862068965517
17559,2010,ID,1,LIB,4696,ID1_2010,MIKE WASHBURN,H0ID01279,MICHAEL WASHBURN,0.8275862068965517
17564,2014,MI,2,REP,135568,MI2_2014,BILL HUIZENGA,H0MI02094,WILLIAM HUIZENGA,0.8275862068965517
17566,2008,OH,2,REP,148671,OH2_2008,JEAN SCHMIDT,H6OH02086,JEANNETTE SCHMIDT,0.8275862068965517
17568,2024,PA,13,DEM,104823,PA13_2024,BETH FARNHAM,H4PA13298,ELIZABETH FARNHAM,0.8275862068965517
17569,2022,MI,2,DEM,116452,MI2_2022,JERRY HILLIARD,H8MI04101,JEROME HILLIARD,0.8275862068965517
17573,2012,MI,2,REP,194653,MI2_2012,BILL HUIZENGA,H0MI02094,WILLIAM HUIZENGA,0.8275862068965517
17576,2020,NY,17,OTHER,2745,NY17_2020,MICHAEL PARIETTI,H0NY17349,MIKE PARIETTI,0.8275862068965517
17577,2022,MI,4,REP,183936,MI4_2022,BILL HUIZENGA,H0MI02094,WILLIAM HUIZENGA,0.8275862068965517
17579,2024,VA,7,DEM,203336,VA7_2024,EUGENE VINDMAN,H4VA07234,YEVGENY VINDMAN,0.8275862068965517
17585,2022,GA,6,DEM,125612,GA6_2022,BOB CHRISTIAN,H2GA06222,ROBERT CHRISTIAN,0.8275862068965517
17587,2022,CA,38,DEM,101260,CA38_2022,LINDA S├â┬üNCHEZ,H2CA39078,LINDA SANCHEZ,0.8275862068965517
17588,2016,CA,8,DEM,83035,CA8_2016,RITA RAMIREZ,H8CA41139,RITA RAMIREZ-DEAN,0.8275862068965517
17590,2014,MD,1,DEM,73843,MD1_2014,BILL TILGHMAN,H4MD01101,WILLIAM TILGHMAN,0.8275862068965517
17591,2020,MI,4,DEM,120802,MI4_2020,JERRY HILLIARD,H8MI04101,JEROME HILLIARD,0.8275862068965517
17592,2024,MI,4,REP,234489,MI4_2024,BILL HUIZENGA,H0MI02094,WILLIAM HUIZENGA,0.8275862068965517
17593,2020,MI,2,REP,238711,MI2_2020,BILL HUIZENGA,H0MI02094,WILLIAM HUIZENGA,0.8275862068965517
17594,2024,GA,7,DEM,149535,GA7_2024,BOB CHRISTIAN,H2GA06222,ROBERT CHRISTIAN,0.8275862068965517
17597,2018,MI,4,DEM,106540,MI4_2018,JERRY HILLIARD,H8MI04101,JEROME HILLIARD,0.8275862068965517
17598,2016,NJ,1,REP,112388,NJ1_2016,BOB PATTERSON,H6NJ01204,ROBERT PATTERSON,0.8275862068965517
