,year,state,district,party,candidatevotes,race_id,clean_namehouse,FEC_ID,clean_namefec,similarity_score
2195,2022,RI,2,REP,93969,RI2_2022,ALLAN FUNG,H2RI02226,ALLAN FUNG,1.0
2198,2010,IL,9,REP,55182,IL9_2010,JOEL POLLAK,H0IL09064,JOEL POLLAK,1.0
2204,2022,RI,1,REP,56055,RI1_2022,ALLEN WATERS,H2RI01202,ALLEN WATERS,1.0
2207,2022,OR,6,DEM,147156,OR6_2022,ANDREA SALINAS,H2OR06066,ANDREA SALINAS,1.0
2209,2022,OR,6,REP,139946,OR6_2022,MIKE ERICKSON,H2OR06124,MIKE ERICKSON,1.0
2210,2022,OR,5,DEM,171514,OR5_2022,JAMIE MCLEOD-SKINNER,H8OR02161,JAMIE MCLEOD-SKINNER,1.0
2212,2010,CA,24,REP,144055,CA24_2010,ELTON GALLEGLY,H6CA21028,ELTON GALLEGLY,1.0
2214,2010,IL,10,REP,109941,IL10_2010,ROBERT DOLD,H0IL10302,ROBERT DOLD,1.0
2217,2022,OR,3,DEM,212119,OR3_2022,EARL BLUMENAUER,H6OR03064,EARL BLUMENAUER,1.0
2218,2022,OR,4,REP,146055,OR4_2022,ALEK SKARLATOS,H0OR04107,ALEK SKARLATOS,1.0
2219,2022,OR,5,REP,178813,OR5_2022,LORI CHAVEZ-DEREMER,H2OR05209,LORI CHAVEZ-DEREMER,1.0
2223,2022,OR,3,REP,79766,OR3_2022,JOANNA HARBOUR,H0OR03174,JOANNA HARBOUR,1.0
2228,2010,IL,11,REP,129108,IL11_2010,ADAM KINZINGER,H0IL11052,ADAM KINZINGER,1.0
2229,2010,IL,10,DEM,105290,IL10_2010,DANIEL SEALS,H6IL10119,DANIEL SEALS,1.0
2230,2022,OR,1,DEM,210682,OR1_2022,SUZANNE BONAMICI,H2OR01133,SUZANNE BONAMICI,1.0
2232,2022,OR,2,REP,208369,OR2_2022,CLIFF BENTZ,H0OR02127,CLIFF BENTZ,1.0
2233,2022,OK,5,DEM,96799,OK5_2022,JOSHUA HARRIS-TILL,H2OK05169,JOSHUA HARRIS-TILL,1.0
2238,2022,OK,5,REP,152699,OK5_2022,STEPHANIE BICE,H0OK05205,STEPHANIE BICE,1.0
2241,2022,OK,4,REP,149879,OK4_2022,TOM COLE,H2OK04055,TOM COLE,1.0
2242,2022,OK,4,DEM,74667,OK4_2022,MARY BRANNON,H8OK04094,MARY BRANNON,1.0
2243,2022,OK,3,REP,147418,OK3_2022,FRANK LUCAS,H4OK06056,FRANK LUCAS,1.0
2246,2022,OK,2,DEM,54194,OK2_2022,NAOMI ANDREWS,H2OK02307,NAOMI ANDREWS,1.0
2249,2022,OK,2,REP,167843,OK2_2022,JOSH BRECHEEN,H2OK02315,JOSH BRECHEEN,1.0
2250,2022,OK,1,DEM,80974,OK1_2022,ADAM MARTIN,H2OK01176,ADAM MARTIN,1.0
2251,2022,OK,1,IND,9721,OK1_2022,EVELYN ROGERS,H6OK03165,EVELYN ROGERS,1.0
2252,2022,OK,1,REP,142800,OK1_2022,KEVIN HERN,H8OK01157,KEVIN HERN,1.0
2261,2022,OH,14,REP,183389,OH14_2022,DAVID JOYCE,H2OH14064,DAVID JOYCE,1.0
2264,2022,OH,15,REP,143112,OH15_2022,MIKE CAREY,H2OH15228,MIKE CAREY,1.0
2265,2022,OH,15,DEM,108139,OH15_2022,GARY JOSEPHSON,H2OH15277,GARY JOSEPHSON,1.0
2270,2022,OH,13,DEM,149816,OH13_2022,EMILIA SYKES,H2OH13264,EMILIA SYKES,1.0
2271,2022,OH,13,REP,134593,OH13_2022,MADISON GILBERT,H2OH09163,MADISON GILBERT,1.0
2286,2022,OH,12,REP,191344,OH12_2022,TROY BALDERSON,H8OH12180,TROY BALDERSON,1.0
2287,2022,OH,10,DEM,104634,OH10_2022,DAVID ESRATI,H8OH03098,DAVID ESRATI,1.0
2288,2022,OH,11,DEM,167722,OH11_2022,SHONTEL BROWN,H2OH11169,SHONTEL BROWN,1.0
2289,2022,OH,9,DEM,150655,OH9_2022,MARCY KAPTUR,H2OH09031,MARCY KAPTUR,1.0
2292,2010,CA,23,DEM,111768,CA23_2010,LOIS CAPPS,H8CA22089,LOIS CAPPS,1.0
2293,2022,OH,9,REP,115362,OH9_2022,J MAJEWSKI,H2OH09155,J MAJEWSKI,1.0
2294,2022,OH,10,REP,168327,OH10_2022,MICHAEL TURNER,H2OH03067,MICHAEL TURNER,1.0
2295,2022,OH,8,REP,180287,OH8_2022,WARREN DAVIDSON,H6OH08315,WARREN DAVIDSON,1.0
2296,2022,OH,8,DEM,98629,OH8_2022,VANESSA ENOCH,H8OH08097,VANESSA ENOCH,1.0
2298,2022,OH,6,DEM,90500,OH6_2022,LOUIS LYRAS,H8OH13154,LOUIS LYRAS,1.0
2299,2022,OH,7,REP,168002,OH7_2022,MAX MILLER,H2OH16051,MAX MILLER,1.0
2300,2022,OH,7,DEM,135485,OH7_2022,MATTHEW DIEMER,H2OH16044,MATTHEW DIEMER,1.0
2301,2022,OH,6,REP,189883,OH6_2022,BILL JOHNSON,H0OH06189,BILL JOHNSON,1.0
2303,2022,OH,5,REP,187303,OH5_2022,ROBERT LATTA,H8OH05036,ROBERT LATTA,1.0
2310,2022,OH,5,DEM,92634,OH5_2022,CRAIG SWARTZ,H2OH05062,CRAIG SWARTZ,1.0
2315,2022,OH,3,DEM,182324,OH3_2022,JOYCE BEATTY,H2OH03125,JOYCE BEATTY,1.0
2319,2022,OH,2,DEM,65745,OH2_2022,SAMANTHA MEADOWS,H2OH02127,SAMANTHA MEADOWS,1.0
2322,2022,OH,2,REP,192117,OH2_2022,BRAD WENSTRUP,H2OH02085,BRAD WENSTRUP,1.0
2324,2022,OH,1,DEM,156416,OH1_2022,GREG LANDSMAN,H2OH01194,GREG LANDSMAN,1.0
2328,2010,IL,12,DEM,121272,IL12_2010,JERRY COSTELLO,H8IL21021,JERRY COSTELLO,1.0
2329,2010,IL,11,DEM,96019,IL11_2010,DEBORAH HALVORSON,H8IL11113,DEBORAH HALVORSON,1.0
2331,2010,CA,22,REP,173490,CA22_2010,KEVIN MCCARTHY,H6CA22125,KEVIN MCCARTHY,1.0
2332,2010,CA,23,IND,5625,CA23_2010,JOHN HAGER,H0CA23159,JOHN HAGER,1.0
2333,2010,IL,12,OTHER,7387,IL12_2010,RODGER JENNINGS,H8IL12079,RODGER JENNINGS,1.0
2334,2022,OH,1,REP,140058,OH1_2022,STEVE CHABOT,H8OH01043,STEVE CHABOT,1.0
2337,2010,IL,12,REP,74046,IL12_2010,TERI NEWMAN,H0IL12084,TERI NEWMAN,1.0
2338,2010,IL,13,REP,152132,IL13_2010,JUDY BIGGERT,H8IL13069,JUDY BIGGERT,1.0
2339,2010,IL,13,DEM,86281,IL13_2010,SCOTT HARPER,H8IL13119,SCOTT HARPER,1.0
2342,2022,NM,3,REP,96565,NM3_2022,ALEXIS JOHNSON,H0NM03201,ALEXIS JOHNSON,1.0
2345,2022,NM,2,DEM,96986,NM2_2022,GABRIEL VASQUEZ,H2NM02191,GABRIEL VASQUEZ,1.0
2348,2022,NM,1,DEM,156462,NM1_2022,MELANIE STANSBURY,H2NM01144,MELANIE STANSBURY,1.0
2350,2022,NH,2,DEM,171636,NH2_2022,ANN KUSTER,H0NH02181,ANN KUSTER,1.0
2358,2022,NH,2,REP,135579,NH2_2022,ROBERT BURNS,H8NH02309,ROBERT BURNS,1.0
2367,2022,NH,1,DEM,167391,NH1_2022,CHRIS PAPPAS,H8NH01210,CHRIS PAPPAS,1.0
2372,2022,NV,4,DEM,116617,NV4_2022,STEVEN HORSFORD,H2NV04011,STEVEN HORSFORD,1.0
2373,2022,NV,3,REP,121083,NV3_2022,APRIL BECKER,H2NV03161,APRIL BECKER,1.0
2374,2022,NH,1,REP,142229,NH1_2022,KAROLINE LEAVITT,H2NH01270,KAROLINE LEAVITT,1.0
2376,2010,CA,21,REP,135979,CA21_2010,DEVIN NUNES,H8CA20059,DEVIN NUNES,1.0
2377,2022,NV,3,DEM,131086,NV3_2022,SUSIE LEE,H6NV04020,SUSIE LEE,1.0
2378,2022,NV,2,OTHER,4194,NV2_2022,RUSSELL BEST,H0NV02167,RUSSELL BEST,1.0
2382,2022,NV,2,REP,185467,NV2_2022,MARK AMODEI,H2NV02395,MARK AMODEI,1.0
2384,2022,NV,1,REP,103115,NV1_2022,MARK ROBERTSON,H2NV03153,MARK ROBERTSON,1.0
2388,2022,NV,1,DEM,115700,NV1_2022,DINA TITUS,H8NV03036,DINA TITUS,1.0
2389,2022,NE,3,REP,172700,NE3_2022,ADRIAN SMITH,H6NE03115,ADRIAN SMITH,1.0
2391,2010,IL,15,DEM,75948,IL15_2010,DAVID GILL,H4IL15055,DAVID GILL,1.0
2394,2010,CA,20,DEM,46247,CA20_2010,JIM COSTA,H4CA20082,JIM COSTA,1.0
2397,2022,MT,2,IND,47195,MT2_2022,GARY BUCHANAN,H2MT02167,GARY BUCHANAN,1.0
2398,2022,MT,2,LIB,3018,MT2_2022,SAM RANKIN,H0MT00074,SAM RANKIN,1.0
2402,2022,MT,1,DEM,115265,MT1_2022,MONICA TRANEL,H2MT02092,MONICA TRANEL,1.0
2404,2022,MT,2,DEM,43480,MT2_2022,PENNY RONNING,H2MT02134,PENNY RONNING,1.0
2408,2022,NE,1,REP,129236,NE1_2022,MIKE FLOOD,H2NE01118,MIKE FLOOD,1.0
2409,2022,MO,8,DEM,53738,MO8_2022,RANDI MCCALLIAN,H2MO08091,RANDI MCCALLIAN,1.0
2410,2022,MT,1,REP,123102,MT1_2022,RYAN ZINKE,H4MT01041,RYAN ZINKE,1.0
2411,2022,MO,8,REP,186472,MO8_2022,JASON SMITH,H4MO08162,JASON SMITH,1.0
2413,2022,MO,7,DEM,67485,MO7_2022,KRISTEN RADAKER-SHEAFER,H2MO07200,KRISTEN RADAKER-SHEAFER,1.0
2415,2022,MO,7,REP,178592,MO7_2022,ERIC BURLISON,H2MO07143,ERIC BURLISON,1.0
2422,2010,IL,15,REP,136915,IL15_2010,TIMOTHY JOHNSON,H0IL15053,TIMOTHY JOHNSON,1.0
2423,2010,IL,16,REP,138299,IL16_2010,DONALD MANZULLO,H0IL16085,DONALD MANZULLO,1.0
2425,2022,MO,6,DEM,72253,MO6_2022,HENRY MARTIN,H8MO06092,HENRY MARTIN,1.0
2430,2022,MO,5,DEM,140688,MO5_2022,EMANUEL CLEAVER,H4MO05234,EMANUEL CLEAVER,1.0
2434,2010,IL,16,DEM,66037,IL16_2010,GEORGE GAULRAPP,H0IL16168,GEORGE GAULRAPP,1.0
2436,2010,CA,19,REP,128394,CA19_2010,JEFF DENHAM,H0CA19173,JEFF DENHAM,1.0
2437,2010,CA,19,DEM,69912,CA19_2010,LORAINE GOODWIN,H0CA19132,LORAINE GOODWIN,1.0
2439,2010,CA,18,DEM,72853,CA18_2010,DENNIS CARDOZA,H2CA18056,DENNIS CARDOZA,1.0
2441,2022,MO,5,REP,84008,MO5_2022,JACOB TURK,H6MO05189,JACOB TURK,1.0
2443,2022,MO,4,REP,181890,MO4_2022,MARK ALFORD,H2MO04207,MARK ALFORD,1.0
2445,2022,MO,3,DEM,96851,MO3_2022,BETHANY MANN,H2MO03167,BETHANY MANN,1.0
2452,2022,MO,2,REP,173277,MO2_2022,ANN WAGNER,H2MO02102,ANN WAGNER,1.0
2455,2022,MO,1,DEM,160999,MO1_2022,CORI BUSH,H8MO01143,CORI BUSH,1.0
2458,2022,MO,1,REP,53767,MO1_2022,ANDREW JONES,H2MO01179,ANDREW JONES,1.0
2465,2022,MS,4,LIB,3569,MS4_2022,ALDEN JOHNSON,H2MS04233,ALDEN JOHNSON,1.0
2466,2022,MS,3,REP,132481,MS3_2022,MICHAEL GUEST,H8MS03125,MICHAEL GUEST,1.0
2470,2022,MS,4,DEM,42876,MS4_2022,JOHNNY DUPREE,H2MS04332,JOHNNY DUPREE,1.0
2471,2010,CA,17,DEM,118734,CA17_2010,SAM FARR,H4CA17021,SAM FARR,1.0
2473,2022,MS,2,DEM,108285,MS2_2022,BENNIE THOMPSON,H4MS02068,BENNIE THOMPSON,1.0
2474,2022,MS,3,DEM,54803,MS3_2022,SHUWASKI YOUNG,H2MS03136,SHUWASKI YOUNG,1.0
2475,2022,MS,2,REP,71884,MS2_2022,BRIAN FLOWERS,H0MS02082,BRIAN FLOWERS,1.0
2478,2022,MS,1,DEM,45238,MS1_2022,DIANNE BLACK,H2MS01148,DIANNE BLACK,1.0
2483,2022,ME,2,DEM,1165136,ME2_2022,JARED GOLDEN,H8ME02185,JARED GOLDEN,1.0
2486,2022,ME,2,REP,1146142,ME2_2022,BRUCE POLIQUIN,H4ME02234,BRUCE POLIQUIN,1.0
2487,2022,ME,1,DEM,219753,ME1_2022,CHELLIE PINGREE,H8ME01120,CHELLIE PINGREE,1.0
2498,2010,IL,18,REP,152868,IL18_2010,AARON SCHOCK,H8IL18043,AARON SCHOCK,1.0
2500,2022,ME,1,REP,129263,ME1_2022,EDWIN THELANDER,H2ME01131,EDWIN THELANDER,1.0
2501,2022,LA,6,REP,189684,LA6_2022,GARRET GRAVES,H4LA06153,GARRET GRAVES,1.0
2502,2010,CA,16,DEM,105841,CA16_2010,ZOE LOFGREN,H4CA16049,ZOE LOFGREN,1.0
2503,2022,LA,5,DEM,19383,LA5_2022,WALTER HUFF,H2LA05274,WALTER HUFF,1.0
2519,2022,LA,5,REP,151080,LA5_2022,JULIA LETLOW,H2LA05126,JULIA LETLOW,1.0
2525,2022,LA,3,DEM,21172,LA3_2022,TIA LEBRUN,H2LA03105,TIA LEBRUN,1.0
2538,2022,LA,2,DEM,158120,LA2_2022,TROY CARTER,H2LA02149,TROY CARTER,1.0
2539,2022,LA,3,REP,144423,LA3_2022,CLAY HIGGINS,H6LA03148,CLAY HIGGINS,1.0
2542,2010,IL,19,REP,166166,IL19_2010,JOHN SHIMKUS,H2IL20042,JOHN SHIMKUS,1.0
2544,2010,IN,1,REP,65558,IN1_2010,MARK LEYVA,H8IN01096,MARK LEYVA,1.0
2546,2022,LA,1,LIB,4907,LA1_2022,HOWARD KEARNEY,H6LA01225,HOWARD KEARNEY,1.0
2551,2022,LA,1,REP,177670,LA1_2022,STEVE SCALISE,H0LA01087,STEVE SCALISE,1.0
2552,2022,LA,1,DEM,61467,LA1_2022,KATIE DARLING,H2LA01109,KATIE DARLING,1.0
2558,2022,KY,6,DEM,83005,KY6_2022,GEOFFREY YOUNG,H4KY06163,GEOFFREY YOUNG,1.0
2559,2010,IL,18,OTHER,11256,IL18_2010,SHELDON SCHAFER,H8IL18084,SHELDON SCHAFER,1.0
2560,2010,IN,1,DEM,99387,IN1_2010,PETER VISCLOSKY,H4IN01012,PETER VISCLOSKY,1.0
2563,2022,KY,5,REP,177712,KY5_2022,HAROLD ROGERS,H0KY05015,HAROLD ROGERS,1.0
2566,2022,KY,5,DEM,38549,KY5_2022,CONOR HALBLEIB,H2KY05177,CONOR HALBLEIB,1.0
2571,2022,KY,4,REP,167541,KY4_2022,THOMAS MASSIE,H2KY04121,THOMAS MASSIE,1.0
2574,2022,KY,4,DEM,79977,KY4_2022,MATTHEW LEHMAN,H2KY04212,MATTHEW LEHMAN,1.0
2575,2022,KY,3,DEM,160920,KY3_2022,MORGAN MCGARVEY,H2KY03206,MORGAN MCGARVEY,1.0
2576,2022,KY,3,REP,98637,KY3_2022,STUART RAY,H2KY03214,STUART RAY,1.0
2579,2022,KY,2,DEM,66769,KY2_2022,HANK LINDERMAN,H8KY02080,HANK LINDERMAN,1.0
2587,2022,KY,1,REP,184157,KY1_2022,JAMES COMER,H6KY01110,JAMES COMER,1.0
2588,2022,KY,1,DEM,61701,KY1_2022,JIMMY AUSBROOKS,H2KY01085,JIMMY AUSBROOKS,1.0
2589,2022,KS,4,REP,144889,KS4_2022,RON ESTES,H8KS04112,RON ESTES,1.0
2592,2010,CA,17,REP,53176,CA17_2010,JEFF TAYLOR,H8CA17089,JEFF TAYLOR,1.0
2594,2010,CA,15,REP,60468,CA15_2010,SCOTT KIRKLAND,H0CA15205,SCOTT KIRKLAND,1.0
2595,2010,CA,16,LIB,12304,CA16_2010,EDWARD GONZALEZ,H0CA16096,EDWARD GONZALEZ,1.0
2597,2022,KS,3,DEM,165527,KS3_2022,SHARICE DAVIDS,H8KS03155,SHARICE DAVIDS,1.0
2600,2022,KS,4,DEM,83851,KS4_2022,BOB HERNANDEZ,H2KS04149,BOB HERNANDEZ,1.0
2602,2022,KS,2,DEM,98852,KS2_2022,PATRICK SCHMIDT,H2KS02143,PATRICK SCHMIDT,1.0
2603,2022,KS,3,REP,128839,KS3_2022,AMANDA ADKINS,H0KS03236,AMANDA ADKINS,1.0
2606,2022,KS,2,REP,134506,KS2_2022,JAKE LATURNER,H0KS02188,JAKE LATURNER,1.0
2608,2022,KS,1,DEM,77092,KS1_2022,JAMES BEARD,H2KS01079,JAMES BEARD,1.0
2615,2022,IA,4,DEM,84230,IA4_2022,RYAN MELTON,H2IA04141,RYAN MELTON,1.0
2616,2022,KS,1,REP,161333,KS1_2022,TRACEY MANN,H0KS01123,TRACEY MANN,1.0
2619,2022,IA,3,REP,156262,IA3_2022,ZACH NUNN,H2IA03119,ZACH NUNN,1.0
2627,2022,IA,1,REP,162947,IA1_2022,MARIANNETTE MILLER-MEEKS,H8IA02043,MARIANNETTE MILLER-MEEKS,1.0
2628,2022,IA,1,DEM,142173,IA1_2022,CHRISTINA BOHANNAN,H2IA02111,CHRISTINA BOHANNAN,1.0
2632,2022,IN,9,REP,143166,IN9_2022,ERIN HOUCHIN,H6IN09143,ERIN HOUCHIN,1.0
2636,2022,IN,9,DEM,75700,IN9_2022,MATTHEW FYFE,H2IN09191,MATTHEW FYFE,1.0
2637,2022,IN,9,LIB,6374,IN9_2022,TONYA MILLIS,H0IN09153,TONYA MILLIS,1.0
2638,2022,IN,8,LIB,5936,IN8_2022,ANDREW HORNING,H2IN07088,ANDREW HORNING,1.0
2639,2022,IN,8,REP,141995,IN8_2022,LARRY BUCSHON,H0IN08114,LARRY BUCSHON,1.0
2640,2022,IN,8,DEM,68109,IN8_2022,RAY MCCORMICK,H2IN08169,RAY MCCORMICK,1.0
2648,2022,IN,7,REP,53631,IN7_2022,ANGELA GRABOVSKY,H2IN07179,ANGELA GRABOVSKY,1.0
2650,2022,IN,6,DEM,62838,IN6_2022,CYNTHIA WIRTH,H2IN06304,CYNTHIA WIRTH,1.0
2658,2022,IN,4,REP,134864,IN4_2022,JAMES BAIRD,H8IN04199,JAMES BAIRD,1.0
2662,2022,IN,5,REP,146575,IN5_2022,VICTORIA SPARTZ,H0IN05326,VICTORIA SPARTZ,1.0
2664,2022,IN,3,DEM,60577,IN3_2022,GARY SNYDER,H2IN03202,GARY SNYDER,1.0
2665,2022,IN,3,IND,9386,IN3_2022,NATHAN GOTSCH,H2IN03228,NATHAN GOTSCH,1.0
2668,2022,IN,1,DEM,112656,IN1_2022,FRANK MRVAN,H0IN01150,FRANK MRVAN,1.0
2669,2022,IN,2,DEM,62891,IN2_2022,PAUL STEURY,H2IN02279,PAUL STEURY,1.0
2672,2022,ID,2,REP,172450,ID2_2022,MICHAEL SIMPSON,H8ID02064,MICHAEL SIMPSON,1.0
2673,2022,ID,2,DEM,98736,ID2_2022,WENDY NORMAN,H2ID02216,WENDY NORMAN,1.0
2674,2022,IN,1,REP,100542,IN1_2022,JENNIFER-RUTH GREEN,H2IN01172,JENNIFER-RUTH GREEN,1.0
2685,2022,ID,1,DEM,82261,ID1_2022,KAYLEE PETERSON,H2ID01192,KAYLEE PETERSON,1.0
2687,2022,ID,1,REP,222901,ID1_2022,RUSS FULCHER,H8ID01124,RUSS FULCHER,1.0
2688,2022,HI,2,DEM,128407,HI2_2022,JILL TOKUDA,H2HI02581,JILL TOKUDA,1.0
2696,2022,CT,5,DEM,123818,CT5_2022,JAHANA HAYES,H8CT05245,JAHANA HAYES,1.0
2700,2022,HI,1,REP,51217,HI1_2022,CONRAD KRESS,H2HI02557,CONRAD KRESS,1.0
2704,2022,CT,5,REP,123342,CT5_2022,GEORGE LOGAN,H2CT05222,GEORGE LOGAN,1.0
2708,2022,CT,3,OTHER,1967,CT3_2022,JUSTIN PAGLINO,H0CT03163,JUSTIN PAGLINO,1.0
2709,2022,CT,3,DEM,137924,CT3_2022,ROSA DELAURO,H0CT03072,ROSA DELAURO,1.0
2710,2022,CT,3,REP,98704,CT3_2022,LESLEY DENARDIS,H2CT03110,LESLEY DENARDIS,1.0
2711,2022,CT,4,REP,93329,CT4_2022,JAYME STEVENSON,H2CT04134,JAYME STEVENSON,1.0
2713,2010,CA,15,DEM,126147,CA15_2010,MICHAEL HONDA,H0CA15148,MICHAEL HONDA,1.0
2725,2022,CT,1,DEM,144873,CT1_2022,JOHN LARSON,H8CT01046,JOHN LARSON,1.0
2726,2022,CT,2,DEM,165946,CT2_2022,JOE COURTNEY,H2CT02112,JOE COURTNEY,1.0
2727,2022,CT,2,REP,114506,CT2_2022,MIKE FRANCE,H2CT02161,MIKE FRANCE,1.0
2731,2022,WI,6,REP,239231,WI6_2022,GLENN GROTHMAN,H4WI06048,GLENN GROTHMAN,1.0
2732,2022,WI,8,LIB,32057,WI8_2022,JACOB VANDENPLAS,H2WI08063,JACOB VANDENPLAS,1.0
2733,2022,WI,7,DEM,128877,WI7_2022,RICHARD AUSMAN,H2WI07123,RICHARD AUSMAN,1.0
2737,2022,WI,5,REP,243741,WI5_2022,SCOTT FITZGERALD,H0WI05113,SCOTT FITZGERALD,1.0
2738,2022,WI,4,DEM,191955,WI4_2022,GWEN MOORE,H4WI04183,GWEN MOORE,1.0
2739,2022,WI,3,DEM,152977,WI3_2022,BRAD PFAFF,H2WI03122,BRAD PFAFF,1.0
2744,2022,WI,2,DEM,268740,WI2_2022,MARK POCAN,H2WI02124,MARK POCAN,1.0
2745,2022,WI,2,REP,101890,WI2_2022,ERIK OLSEN,H2WI02181,ERIK OLSEN,1.0
2747,2022,WI,1,DEM,135825,WI1_2022,ANN ROE,H2WI01100,ANN ROE,1.0
2751,2022,WA,10,DEM,152544,WA10_2022,MARILYN STRICKLAND,H0WA10034,MARILYN STRICKLAND,1.0
2754,2022,WA,9,DEM,171746,WA9_2022,ADAM SMITH,H6WA09025,ADAM SMITH,1.0
2755,2022,WI,1,REP,162610,WI1_2022,BRYAN STEIL,H8WI01156,BRYAN STEIL,1.0
2756,2022,WA,10,REP,114777,WA10_2022,KEITH SWANK,H2WA08166,KEITH SWANK,1.0
2757,2022,WA,8,DEM,179003,WA8_2022,KIM SCHRIER,H8WA08189,KIM SCHRIER,1.0
2759,2010,CA,14,DEM,151217,CA14_2010,ANNA ESHOO,H8CA12098,ANNA ESHOO,1.0
2762,2022,WA,8,REP,155976,WA8_2022,MATT LARKIN,H2WA08182,MATT LARKIN,1.0
2769,2022,WA,7,DEM,295998,WA7_2022,PRAMILA JAYAPAL,H6WA07458,PRAMILA JAYAPAL,1.0
2771,2022,WA,6,REP,138754,WA6_2022,ELIZABETH KREISELMAIER,H0WA06081,ELIZABETH KREISELMAIER,1.0
2773,2022,WA,5,DEM,127585,WA5_2022,NATASHA HILL,H2WA05105,NATASHA HILL,1.0
2774,2022,WA,6,DEM,208710,WA6_2022,DEREK KILMER,H2WA06129,DEREK KILMER,1.0
2786,2022,WA,4,DEM,70710,WA4_2022,DOUG WHITE,H2WA04199,DOUG WHITE,1.0
2787,2022,WA,5,REP,188648,WA5_2022,CATHY RODGERS,H4WA05077,CATHY RODGERS,1.0
2792,2022,WA,4,REP,150619,WA4_2022,DAN NEWHOUSE,H4WA04104,DAN NEWHOUSE,1.0
2793,2022,WA,2,DEM,202980,WA2_2022,RICK LARSEN,H0WA02080,RICK LARSEN,1.0
2800,2022,WA,2,REP,134335,WA2_2022,DAN MATTHEWS,H2WA02177,DAN MATTHEWS,1.0
2801,2022,WA,1,DEM,181992,WA1_2022,SUZAN DELBENE,H0WA08046,SUZAN DELBENE,1.0
2803,2010,CA,13,DEM,118278,CA13_2010,FORTNEY STARK,H6CA09023,FORTNEY STARK,1.0
2807,2022,VA,11,DEM,193190,VA11_2022,GERALD CONNOLLY,H8VA11062,GERALD CONNOLLY,1.0
2808,2022,VA,11,REP,95634,VA11_2022,JAMES MYLES,H2VA11255,JAMES MYLES,1.0
2809,2022,VA,10,REP,138163,VA10_2022,HUNG CAO,H2VA10240,HUNG CAO,1.0
2811,2022,VA,10,DEM,157405,VA10_2022,JENNIFER WEXTON,H8VA10106,JENNIFER WEXTON,1.0
2814,2010,IN,3,REP,116140,IN3_2010,MARLIN STUTZMAN,H0IN03198,MARLIN STUTZMAN,1.0
2815,2010,CA,11,DEM,115361,CA11_2010,JERRY MCNERNEY,H4CA11081,JERRY MCNERNEY,1.0
2818,2022,VA,9,REP,182207,VA9_2022,H GRIFFITH,H0VA09055,H GRIFFITH,1.0
2819,2022,VA,9,DEM,66027,VA9_2022,TAYSHA DEVAUGHAN,H2VA09085,TAYSHA DEVAUGHAN,1.0
2822,2022,VA,8,REP,66589,VA8_2022,KARINA LIPSMAN,H2VA08152,KARINA LIPSMAN,1.0
2827,2022,VA,7,REP,130586,VA7_2022,YESLI VEGA,H2VA07261,YESLI VEGA,1.0
2829,2022,VA,7,DEM,143357,VA7_2022,ABIGAIL SPANBERGER,H8VA07094,ABIGAIL SPANBERGER,1.0
2830,2022,VA,6,DEM,95410,VA6_2022,JENNIFER LEWIS,H8VA06138,JENNIFER LEWIS,1.0
2837,2010,CA,12,DEM,152044,CA12_2010,JACKIE SPEIER,H8CA12171,JACKIE SPEIER,1.0
2838,2010,IN,4,DEM,53167,IN4_2010,DAVID SANDERS,H4IN04149,DAVID SANDERS,1.0
2843,2022,VA,5,DEM,129996,VA5_2022,JOSHUA THRONEBURG,H2VA05091,JOSHUA THRONEBURG,1.0
2849,2022,VA,3,DEM,139659,VA3_2022,ROBERT SCOTT,H6VA01117,ROBERT SCOTT,1.0
2857,2022,VA,3,REP,67668,VA3_2022,TERRY NAMKUNG,H2VA03070,TERRY NAMKUNG,1.0
2863,2022,VA,2,DEM,143219,VA2_2022,ELAINE LURIA,H8VA02111,ELAINE LURIA,1.0
2867,2022,VA,1,REP,191828,VA1_2022,ROBERT WITTMAN,H8VA01147,ROBERT WITTMAN,1.0
2869,2022,TX,38,DEM,92302,TX38_2022,DUNCAN KLUSSMANN,H2TX38056,DUNCAN KLUSSMANN,1.0
2870,2022,TX,38,IND,3970,TX38_2022,JOEL DEJEAN,H2TX38098,JOEL DEJEAN,1.0
2872,2022,TX,37,DEM,219358,TX37_2022,LLOYD DOGGETT,H4TX10028,LLOYD DOGGETT,1.0
2874,2010,IN,3,DEM,61267,IN3_2010,THOMAS HAYHURST,H6IN03161,THOMAS HAYHURST,1.0
2875,2022,TX,38,REP,163597,TX38_2022,WESLEY HUNT,H0TX07170,WESLEY HUNT,1.0
2876,2022,TX,36,REP,145599,TX36_2022,BRIAN BABIN,H6TX02079,BRIAN BABIN,1.0
2877,2022,TX,34,DEM,70896,TX34_2022,VICENTE GONZALEZ,H6TX15162,VICENTE GONZALEZ,1.0
2878,2022,TX,35,DEM,129599,TX35_2022,GREG CASAR,H2TX35144,GREG CASAR,1.0
2886,2022,TX,34,REP,59464,TX34_2022,MAYRA FLORES,H2TX34113,MAYRA FLORES,1.0
2887,2022,TX,32,DEM,116005,TX32_2022,COLIN ALLRED,H8TX32098,COLIN ALLRED,1.0
2890,2022,TX,33,DEM,82081,TX33_2022,MARC VEASEY,H2TX33073,MARC VEASEY,1.0
2891,2022,TX,32,REP,61494,TX32_2022,ANTONIO SWAD,H2TX32166,ANTONIO SWAD,1.0
